"","pmse_train","specks_train","auc_train","pmse_test","specks_test","auc_test","type","name"
"1","0.000327932947937174","0.0307999999999999","0.519961724444446","0.000324015375987695","0.0292","0.511494240000001","lr","Control"
"2","0.0599135565188154","0.378666666666664","0.776883262222222","0.0601670710787086","0.0164","0.49184256","tree","Control"
"3","0.000233484619833593","0.0357333333333332","0.520602488888892","0.000234673983239887","0.0248","0.50543248","lasso","Control"
"4","0.1004221928","0.999999999999929","1","0.0040364624","0.03","0.51294016","rf","Control"
"5","0.00340371089611953","0.0691999999999996","0.537297599999999","0.00321835345387642","0.0779999999999998","0.54031888","lr","All"
"6","0.0107868304094694","0.122133333333333","0.580624595555556","0.0105920189536226","0.0831999999999997","0.53358112","tree","All"
"7","0.00203663057388706","0.069333333333333","0.538686755555554","0.00202049548709056","0.0727999999999998","0.533291039999999","lasso","All"
"8","0.105172416533333","0.999999999999929","1","0.0107444392","0.0911999999999997","0.53954576","rf","All"
"9","0.00595680590885221","0.0807999999999996","0.544843484444444","0.00644175223573825","0.0899999999999997","0.548402560000001","lr","Mean"
"10","0.00907650258809489","0.119066666666666","0.574097368888889","0.00928328556087956","0.0619999999999999","0.53460624","tree","Mean"
"11","0.00322448856392293","0.0774666666666663","0.541780391111113","0.0035834422892025","0.1008","0.56186544","lasso","Mean"
"12","0.105456750933333","0.999999999999929","1","0.0121822608","0.0987999999999996","0.54968808","rf","Mean"
"13","0.000395071260980675","0.0351999999999998","0.521229333333332","0.000400725745909171","0.0268","0.50360368","lr","Correlation"
"14","0.0120114950887938","0.170133333333337","0.616573742222222","0.0122423531906116","0.0599999999999999","0.5342324","tree","Correlation"
"15","1.34962270951632e-05","0.0271999999999999","0.511933351111111","1.37903643719731e-05","0.0168","0.501778079999999","lasso","Correlation"
"16","0.103276847466667","0.999999999999929","1","0.0073910544","0.0519999999999999","0.52907088","rf","Correlation"
"17","0.000232869808395241","0.0303999999999999","0.516500657777779","0.00023310712062473","0.02","0.504709119999999","lr","Control"
"18","0.098223544104558","0.577333333333309","0.857757724444445","0.0992152353981642","0.024","0.48865544","tree","Control"
"19","8.12294988041929e-05","0.0294666666666665","0.512502915555555","8.29426684219926e-05","0.0332","0.484168","lasso","Control"
"20","0.100577419466667","0.999999999999929","1","0.0041963608","0.0256","0.49254176","rf","Control"
"21","0.00377976498679077","0.072533333333333","0.541862951111109","0.0034962385463375","0.0699999999999998","0.53519456","lr","All"
"22","0.0146719792321615","0.172533333333337","0.618947742222222","0.0139162682583586","0.0667999999999998","0.53271432","tree","All"
"23","0.00239371987473119","0.0762666666666663","0.544570808888888","0.00216086016316327","0.0727999999999998","0.536158240000001","lasso","All"
"24","0.105146828266667","0.999999999999929","1","0.0105156288","0.0883999999999997","0.53319208","rf","All"
"25","0.00646179077931606","0.0922666666666662","0.553026595555554","0.00622414851973124","0.0751999999999998","0.531492320000001","lr","Mean"
"26","0.00434085792738232","0.0859999999999995","0.546281831111111","0.00464607895956495","0.0472","0.52711664","tree","Mean"
"27","0.00386617773497853","0.0847999999999995","0.553597600000001","0.0039660490335118","0.0883999999999997","0.53463776","lasso","Mean"
"28","0.105072489333333","0.999999999999929","1","0.011259524","0.1008","0.55573136","rf","Mean"
"29","0.000230497160406688","0.0301333333333332","0.516563680000001","0.000229545701850096","0.0344","0.516808480000001","lr","Correlation"
"30","0.0130904437381224","0.187333333333339","0.62418032","0.0133492945062499","0.0531999999999999","0.52216432","tree","Correlation"
"31","0.00022960616689763","0.0361333333333332","0.519952977777778","0.000239635911956408","0.032","0.502839359999999","lasso","Correlation"
"32","0.102869517866667","0.999999999999929","1","0.00748546800000002","0.0583999999999999","0.52626344","rf","Correlation"
"33","0.000539478970233112","0.0415999999999998","0.526735911111111","0.000533074287068905","0.024","0.503969920000001","lr","Control"
"34","0.081619901066651","0.501066666666651","0.828940257777778","0.0818986290754761","0.0228","0.50270632","tree","Control"
"35","0.00038084639145806","0.0425333333333331","0.527475448888891","0.000375490956421619","0.018","0.50080432","lasso","Control"
"36","0.100206662133333","0.999999999999929","1","0.0041248408","0.0144","0.50286512","rf","Control"
"37","0.00353637396971315","0.070133333333333","0.545093173333333","0.00366456276708258","0.0855999999999997","0.541571200000001","lr","All"
"38","0.0448942249133432","0.29733333333334","0.72237648","0.0450776207290218","0.0691999999999998","0.53601032","tree","All"
"39","0.00235308196103241","0.0726666666666663","0.54558344888889","0.00228513648751931","0.0751999999999998","0.54400928","lasso","All"
"40","0.105387332266667","0.999999999999929","1","0.0111844488","0.0939999999999997","0.546115439999999","rf","All"
"41","0.00684300425486625","0.0879999999999995","0.555948853333334","0.00660025749960274","0.0947999999999996","0.55108944","lr","Mean"
"42","0.0162414047699616","0.19773333333334","0.629247315555555","0.0169915333027242","0.0879999999999997","0.54632096","tree","Mean"
"43","0.00643761011942447","0.0925333333333328","0.556825671111112","0.00665438095207197","0.0871999999999997","0.550862399999999","lasso","Mean"
"44","0.105208691733333","0.999999999999929","1","0.0117724488","0.1068","0.55794064","rf","Mean"
"45","0.000284527181381817","0.0350666666666665","0.51975978666667","0.000279479856072676","0.0248","0.502188960000001","lr","Correlation"
"46","0.0946468151482513","0.556399999999978","0.852722942222223","0.0945803903732357","0.0212","0.51238248","tree","Correlation"
"47","1.02052249357812e-05","0.0219999999999999","0.512138862222223","1.15212006123234e-05","0.0196","0.50052656","lasso","Correlation"
"48","0.102763666133333","0.999999999999929","1","0.0074008072","0.0515999999999999","0.52781784","rf","Correlation"
"49","0.000370247655300081","0.0318666666666665","0.520947911111111","0.000365628323905762","0.0196","0.505489280000001","lr","Control"
"50","0.0934725611470798","0.569599999999976","0.847576888888889","0.092757965431307","0.0288","0.51129336","tree","Control"
"51","0.000374958619565757","0.0345333333333332","0.522906524444444","0.0003613695864849","0.0244","0.494392320000001","lasso","Control"
"52","0.100791484266667","0.999999999999929","1","0.0045104032","0.0192","0.49693576","rf","Control"
"53","0.0040740713668","0.0793333333333329","0.544489031111114","0.00386448854756514","0.0723999999999998","0.542744959999999","lr","All"
"54","0.0172040321355113","0.194933333333339","0.633478417777778","0.0168467305360626","0.0787999999999998","0.5371208","tree","All"
"55","0.00257015364605501","0.0719999999999996","0.545989368888888","0.00244572363274974","0.0775999999999998","0.54404592","lasso","All"
"56","0.1057475872","0.999999999999929","1","0.0108394048","0.0915999999999997","0.555764","rf","All"
"57","0.00685056698907438","0.0919999999999995","0.555597280000004","0.006612558898358","0.0891999999999997","0.546396960000002","lr","Mean"
"58","0.0146697743192089","0.193066666666673","0.627806355555555","0.0141810422784635","0.0599999999999999","0.52136192","tree","Mean"
"59","0.00406677502933805","0.0909333333333328","0.555183128888891","0.00403699804319077","0.0939999999999997","0.54541808","lasso","Mean"
"60","0.105782319733333","0.999999999999929","1","0.0122087768","0.0939999999999997","0.55027224","rf","Mean"
"61","0.000236323636957229","0.0374666666666665","0.518365013333333","0.000230442515304381","0.028","0.48930848","lr","Correlation"
"62","0.0123323658032184","0.176133333333338","0.619726088888889","0.0123440063105475","0.0256","0.51116408","tree","Correlation"
"63","6.57079787503631e-06","0.0203999999999999","0.508685173333333","7.17961093979019e-06","0.0388","0.489468","lasso","Correlation"
"64","0.1026468168","0.999999999999929","1","0.0071445744","0.0543999999999999","0.51172256","rf","Correlation"
"65","0.000368336345678473","0.0367999999999998","0.521611182222224","0.000375702501553962","0.0212","0.502482880000002","lr","Control"
"66","0.0461313786590539","0.302800000000006","0.734122968888889","0.0465613088169283","0.0292","0.5098184","tree","Control"
"67","1.94652170312671e-05","0.0233333333333332","0.512059128888892","2.07486293755765e-05","0.0172","0.50523728","lasso","Control"
"68","0.100427388533333","0.999999999999929","1","0.0043021272","0.0232","0.49496712","rf","Control"
"69","0.00372942767988078","0.0706666666666663","0.543254133333335","0.00389881298977418","0.0743999999999998","0.540186719999999","lr","All"
"70","0.0156588730536662","0.186400000000005","0.621950044444444","0.0151289370327837","0.0843999999999997","0.54355056","tree","All"
"71","0.0021553232893185","0.066933333333333","0.539147982222223","0.00228295771572606","0.0915999999999997","0.54281232","lasso","All"
"72","0.1056251848","0.999999999999929","1","0.010810416","0.0927999999999997","0.55371016","rf","All"
"73","0.00646345424668883","0.0917333333333328","0.554123679999998","0.00627956263583729","0.0991999999999996","0.561262080000001","lr","Mean"
"74","0.0118580050835652","0.16826666666667","0.610460231111111","0.0127381792475757","0.0747999999999998","0.5416036","tree","Mean"
"75","0.00404626454642472","0.0865333333333329","0.555971128888891","0.00392093220596323","0.0939999999999997","0.547140319999998","lasso","Mean"
"76","0.105554843733333","0.999999999999929","1","0.0118743768","0.0915999999999997","0.54694976","rf","Mean"
"77","0.000299502565955006","0.0365333333333332","0.519371786666669","0.000288277756888183","0.026","0.505293760000001","lr","Correlation"
"78","0.0109407509376145","0.157866666666669","0.60703624","0.0106664039504281","0.0384","0.51746624","tree","Correlation"
"79","2.48540488951195e-28","4.55364912443912e-18","0.5","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Correlation"
"80","0.102959250933333","0.999999999999929","1","0.0076177528","0.038","0.52561888","rf","Correlation"
"81","0.000401859129952022","0.0421333333333331","0.523365937777778","0.000399787317492223","0.02","0.495757919999999","lr","Control"
"82","0.04998135453193","0.332666666666669","0.749640275555555","0.0512257745221512","0.0128","0.49419368","tree","Control"
"83","0.000276938831441378","0.0350666666666665","0.521968835555554","0.000270418433210269","0.0204","0.50460816","lasso","Control"
"84","0.100748582133333","0.999999999999929","1","0.004355424","0.0232","0.49469552","rf","Control"
"85","0.00471394616378766","0.0953333333333328","0.552613475555558","0.00444194261671513","0.0863999999999997","0.551199359999999","lr","All"
"86","0.0140650350748499","0.161600000000003","0.604496062222222","0.0132167870625041","0.0979999999999996","0.5533328","tree","All"
"87","0.00342114633149073","0.0935999999999995","0.554512924444442","0.00327139865378402","0.0779999999999998","0.544164","lasso","All"
"88","0.1053274224","0.999999999999929","1","0.010207952","0.0951999999999996","0.55484208","rf","All"
"89","0.00635952097907053","0.0885333333333329","0.55034174222222","0.00675245008843005","0.0887999999999997","0.553283040000001","lr","Mean"
"90","0.0046346264697499","0.0743999999999996","0.5392112","0.00423203706464662","0.0687999999999998","0.5358512","tree","Mean"
"91","0.00629386477091595","0.0923999999999995","0.554310560000003","0.00672948793032585","0.0883999999999997","0.538684959999998","lasso","Mean"
"92","0.105465150666667","0.999999999999929","1","0.0120934112","0.0963999999999996","0.545087679999999","rf","Mean"
"93","0.000159214568991728","0.0174666666666666","0.510567715555555","0.000157488667087527","0.0208","0.505336639999999","lr","Correlation"
"94","0.07380295946941","0.457466666666655","0.812423164444445","0.0732431072286199","0.0296","0.51094112","tree","Correlation"
"95","1.32314418695112e-05","0.0281333333333332","0.514581795555553","1.37085721482557e-05","0.0168","0.50046608","lasso","Correlation"
"96","0.102950352533333","0.999999999999929","1","0.0073656304","0.0483999999999999","0.52084464","rf","Correlation"
"97","0.0003702512329216","0.0349333333333332","0.52144967111111","0.00036116674593778","0.0188","0.49844096","lr","Control"
"98","0.078024929898036","0.487866666666652","0.821610657777778","0.0783170385487918","0.0276","0.49694864","tree","Control"
"99","1.5925887755412e-05","0.0277333333333332","0.514636337777779","1.6427572713513e-05","0.0144","0.500333919999999","lasso","Control"
"100","0.100790369333333","0.999999999999929","1","0.0042497872","0.0324","0.48524848","rf","Control"
"101","0.00338405042323654","0.0702666666666663","0.541395466666668","0.00363293454144282","0.0863999999999997","0.551726720000001","lr","All"
"102","0.01167175497317","0.146400000000001","0.598402373333333","0.010723722168663","0.0683999999999998","0.53407384","tree","All"
"103","0.00249026098188807","0.0783999999999996","0.546838773333333","0.00233393450987004","0.0831999999999997","0.54143792","lasso","All"
"104","0.1048856768","0.999999999999929","1","0.0099469176","0.0939999999999997","0.5595048","rf","All"
"105","0.0063954704236159","0.0934666666666662","0.555820657777777","0.00622238577808143","0.0883999999999997","0.535684800000001","lr","Mean"
"106","0.0172897060946218","0.198666666666673","0.632202275555556","0.016884317764517","0.0703999999999998","0.52943184","tree","Mean"
"107","0.0061349184996182","0.0943999999999995","0.552472977777775","0.00583124694699327","0.0843999999999997","0.536840800000001","lasso","Mean"
"108","0.1052284456","0.999999999999929","1","0.0112268728","0.0843999999999997","0.5371376","rf","Mean"
"109","0.000389069222973311","0.0359999999999998","0.521834862222222","0.000391862389372579","0.012","0.50048576","lr","Correlation"
"110","0.0157292637692239","0.206000000000007","0.636920026666667","0.0161274037407597","0.0471999999999999","0.52108144","tree","Correlation"
"111","1.5302197885505e-05","0.0315999999999999","0.515017280000003","1.42806385064527e-05","0.0252","0.50460848","lasso","Correlation"
"112","0.102763659733333","0.999999999999929","1","0.0070236824","0.0487999999999999","0.53319864","rf","Correlation"
"113","0.000460919460482152","0.0423999999999998","0.523134648888886","0.000480406289033398","0.0168","0.494920799999999","lr","Control"
"114","0.0971867598705927","0.575866666666642","0.855748097777778","0.0964641969032674","0.0296","0.48785376","tree","Control"
"115","2.48540488951195e-28","4.55364912443912e-18","0.5","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Control"
"116","0.100689483733333","0.999999999999929","1","0.00426098","0.0308","0.51335848","rf","Control"
"117","0.0034908075659285","0.0743999999999996","0.540765457777782","0.0031962820068098","0.0763999999999998","0.540677120000002","lr","All"
"118","0.0123733662010813","0.144666666666668","0.59584712","0.0125439195440517","0.0723999999999998","0.53006776","tree","All"
"119","0.00353977042451068","0.0799999999999996","0.543493973333334","0.00315327848707938","0.0591999999999999","0.533939520000002","lasso","All"
"120","0.104789293866667","0.999999999999929","1","0.0094513312","0.0963999999999996","0.5449824","rf","All"
"121","0.00731172408670615","0.0975999999999995","0.561825688888894","0.00745379763909973","0.0971999999999996","0.553437920000001","lr","Mean"
"122","0.00510936575483913","0.0907999999999995","0.556140586666667","0.00488890496045141","0.0603999999999999","0.53313616","tree","Mean"
"123","0.00647368024404589","0.0931999999999995","0.557031839999996","0.00619105279697617","0.104","0.561659519999999","lasso","Mean"
"124","0.105712586133333","0.999999999999929","1","0.011835048","0.0959999999999996","0.5521736","rf","Mean"
"125","0.000302635050631756","0.0306666666666665","0.519677706666667","0.000284673466474831","0.0228","0.493800960000001","lr","Correlation"
"126","0.0113321224928497","0.167200000000003","0.61462984","0.0110598385085802","0.046","0.52281216","tree","Correlation"
"127","0.000249991400245709","0.0385333333333332","0.522704977777776","0.000245333851685243","0.0296","0.49155008","lasso","Correlation"
"128","0.102928862133333","0.999999999999929","1","0.0077927888","0.0455999999999999","0.5276288","rf","Correlation"
"129","0.000314983896694861","0.0303999999999999","0.518332942222224","0.000298829479112722","0.0312","0.48956304","lr","Control"
"130","0","4.55364912443912e-18","0.5","0","1.48535697630514e-17","0.5","tree","Control"
"131","2.48540488951195e-28","4.55364912443912e-18","0.5","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Control"
"132","0.100947486133333","0.999999999999929","1","0.0044107792","0.0184","0.50226296","rf","Control"
"133","0.00388387171520435","0.0795999999999996","0.54355752888889","0.00362476310471304","0.0839999999999997","0.540686719999999","lr","All"
"134","0.0157457709211096","0.189733333333339","0.623769208888888","0.0167066687833054","0.0831999999999997","0.538076","tree","All"
"135","0.00264726489448362","0.0763999999999996","0.54412183111111","0.00249375711479008","0.0811999999999997","0.544761120000001","lasso","All"
"136","0.104586540266667","0.999999999999929","1","0.0101640024","0.0867999999999997","0.52937936","rf","All"
"137","0.00669319288943888","0.0889333333333329","0.555248462222218","0.00680563518978019","0.0883999999999997","0.550011839999999","lr","Mean"
"138","0.00403464885592909","0.0747999999999996","0.538674462222222","0.0040247923985108","0.0495999999999999","0.52619872","tree","Mean"
"139","0.00677295548047657","0.0937333333333328","0.557778151111109","0.00658026055813991","0.0799999999999997","0.5423632","lasso","Mean"
"140","0.1057067632","0.999999999999929","1","0.0113375168","0.1008","0.550328","rf","Mean"
"141","0.000375136409788399","0.0309333333333332","0.520733920000002","0.000374617591158734","0.0196","0.50028736","lr","Correlation"
"142","0.0132635954663971","0.193466666666673","0.625877742222222","0.0129668940655366","0.0452","0.52020608","tree","Correlation"
"143","6.48043942537353e-06","0.0191999999999999","0.511044622222222","6.28922312743547e-06","0.0132","0.499383840000002","lasso","Correlation"
"144","0.1024483488","0.999999999999929","1","0.00712783440000001","0.0356","0.519413760000001","rf","Correlation"
"145","0.000409943077971253","0.0407999999999998","0.522207715555555","0.00042900043726142","0.0208","0.495904799999999","lr","Control"
"146","0","4.55364912443912e-18","0.5","0","1.48535697630514e-17","0.5","tree","Control"
"147","2.48540488951195e-28","4.55364912443912e-18","0.5","2.48540488951195e-28","1.48535697630514e-17","0.5","lasso","Control"
"148","0.100812446666667","0.999999999999929","1","0.0044293888","0.0148","0.50243008","rf","Control"
"149","0.00442693750092053","0.0841333333333329","0.551638826666664","0.00427232963598683","0.0807999999999997","0.54949136","lr","All"
"150","0.013174123716312","0.156533333333336","0.601945084444444","0.013176927238765","0.0855999999999997","0.53808008","tree","All"
"151","0.00432346451214203","0.0857333333333329","0.553464995555558","0.00421303019032251","0.0863999999999997","0.54366272","lasso","All"
"152","0.105418690933333","0.999999999999929","1","0.0100325128","0.0931999999999997","0.54614672","rf","All"
"153","0.00668628027255693","0.0939999999999995","0.552696871111112","0.00674713196512658","0.0795999999999997","0.540495200000001","lr","Mean"
"154","0.018860668371379","0.216800000000008","0.640644586666667","0.0190262260992892","0.0803999999999997","0.5326428","tree","Mean"
"155","0.00614562910362911","0.0914666666666662","0.551743413333334","0.00595503693902759","0.0835999999999997","0.54056736","lasso","Mean"
"156","0.105850364533333","0.999999999999929","1","0.01154234","0.0887999999999997","0.54317608","rf","Mean"
"157","0.000355164987352472","0.0311999999999999","0.519316693333334","0.000359741594456158","0.0368","0.503251679999999","lr","Correlation"
"158","0.0158676722407433","0.198000000000006","0.635159555555556","0.0154137715237902","0.0651999999999998","0.53545992","tree","Correlation"
"159","3.59759854937507e-05","0.0211999999999999","0.512977688888889","3.23016735448347e-05","0.0248","0.506174880000001","lasso","Correlation"
"160","0.1029930632","0.999999999999929","1","0.0070181936","0.0599999999999999","0.5392108","rf","Correlation"
